Word,Frequency
能耗监测系统,1
智能照明系统,1
门禁控制系统,1
电子巡更系统,1
停车场管理系统,1
机房工程系统,1
楼宇设备自动控制系统,1
医院智能化解决方案,1
智慧档案馆,1
数据存储,1
数据利用,1
信息安全管理,1
信息专业技术人才,1
信息数据标准化,1
信息资源共享,1
远程协同医疗,1
微创外科,1
优质医疗服务,1
分级诊疗政策,1
随访平台,1
肺癌转移,1
中西医结合,1
肿瘤免疫学,1
正虚伏毒,1
循环肿瘤细胞,1
肿瘤干细胞,1
扶正治癌,1
调神治癌,1
医院管理团队,1
患者服务与体验,1
医院信息化应用,1
特色专科发展,1
康复医学中心,1
急救创伤救治中心,1
肿瘤诊疗中心,1
口腔诊疗中心,1
孕产妇及新生儿救治中心,1
风险控制体系,1
招标采购,1
智慧服务和运维平台,1
运行服务,1
国药实践,1
发展模式,1
数字化手术室,1
手术室管理,1
身份识别技术,1
手术室信息化,1
手术流程优化,1
医疗行为管理,1
生态医院,1
智慧生态,1
健康数据,1
运维场景,1
电子病历信息化,1
3D生物打印系统,1
智慧医院建设框架,1
智慧医院建设体系,1
智能居家,1
养老体系,1
未来应用模式,1
基层医疗卫生机构,1
生殖系基因编辑,1
晶华微电子,1
红外测温芯片,1
万集科技,1
激光雷达,1
智能交通系统,1
江苏省计量院,1
汽车底盘测功机,1
赛摩智能,1
智能轨道小车物流系统,1
上海计量院,1
计量专业项目考核,1
婴儿防盗管理,1
药品发放,1
数字化整合型医疗卫生服务体系,1
健康医疗大数据分析与利用,1
公共卫生体系数字化建设,1
智能医学和数字诊疗,1
数字化医工融合发展,1
数字中医药发展,1
医疗信创、信息安全和密码应用,1
医学信息学学科体系建设,1
云健康平台,1
即时通信服务,1
信息管理体系,1
医疗服务平台架构,1
信息化功能体系,1
信息系统完善,1
智慧健康云平台,1
辅助诊疗功能,1
新媒体载体联动,1
抗疫,1
消毒机器人,1
智慧管理技术,1
医院信息安全系统,1
构建要点,1
预防措施,1
智慧后勤时代,1
垃圾分类,1
管理路径,1
临床辅助诊断,1
开放科学,1
标识码,1
二维码,1
线上扩展功能,1
肺结核,1
X线胸片,1
智能辅助诊断系统,1
临床效能评价,1
智慧医疗服务平台,1
全流程,1
耳鼻咽喉科,1
网络安全信息化,1
医院智慧档案管理模式,1
模糊聚类,1
多源异构数据,1
处理电路,1
相似矩阵,1
校院联姻,1
优化管理,1
发展历程,1
管理服务模式,1
瑞能半导体,1
恩智浦,1
北京建广资产管理,1
功率半导体,1
《中国制造2025》,1
功率转换效率,1
智能家电,1
交通,1
电信,1
功率产品,1
功率半导体器件,1
市场机遇,1
共词分析,1
卫生健康事业,1
一体化建筑设计,1
医疗科技,1
医疗工艺设计,1
设计方案,1
建筑工程,1
SDN网络技术,1
物联网应用,1
船舶网络安全,1
医疗物联感知网,1
RedCap技术产业,1
医院智慧管理平台,1
智慧临床平台,1
干部人事档案,1
智慧建设,1
数字平台,1
虚拟现实,1
运营实践,1
数字化劳动力,1
基层智慧治理,1
机器人流程自动化,1
生产效率,1
员工幸福感,1
现代医院建设,1
系统集成规划设计与应用,1
医院导航系统,1
WiFi定位技术,1
J2EE架构,1
LBS位置服务,1
应急管理,1
医疗护理,1
质量,1
安全体系,1
医学工程科,1
前瞻性设计,1
SPD服务,1
医药产品物流,1
医保控费,1
物流服务规范,1
医疗数据集成,1
医疗信息共享,1
医疗行业合作,1
队属医院,1
物资保障,1
维修,1
设备信息化管理,1
安全环保敏感SSCs识别,1
核电厂,1
业务流程优化,1
预约服务,1
金融动态,1
信用证项下进口押汇业务,1
政策性牡蛎风力指数保险,1
橡胶树风灾指数保险,1
跨境投资贸易,1
一带一路建设,1
医保实时报销,1
医院网络,1
人口老龄化,1
建设原则,1
租金收入,1
智慧党建平台,1
实践研究,1
临床数据中心平台,1
人才培育,1
医院物流机器人,1
非接触式作业,1
交叉感染风险,1
劳动力短缺,1
AGV机器人,1
自动化效率,1
病历电子化,1
决策科学化,1
办公自动化,1
网络区域化,1
软件标准化,1
移动支付技术,1
医院智慧财务结算,1
现代化医院管理制度,1
创新转化,1
AI+安防,1
数据感知,1
智慧化运营,1
室外电子设备箱,1
数字化解决方案,1
HDL,1
智慧产业,1
在线支付,1
制度,1
临床工程,1
预防性维护,1
运营效能,1
一院多区,1
医疗需要,1
患者,1
医护工作者,1
医保基金,1
精准监管,1
医院后勤信息系统,1
系统及数据互通,1
后勤运维报修流程,1
后勤管理成本,1
突发事件应急管理,1
北京妇产医院,1
乐活APP,1
实时信息查询,1
信息化升级,1
建设要点,1
财务风险评估,1
内部宣传,1
信息化管理平台,1
医卡通,1
自助交费机,1
BIM数字孪生,1
医院行政管理,1
建设思路探讨,1
二维码技术,1
移动医疗服务,1
数字中国建设,1
智慧药事管理,1
在线药事服务,1
个性化用药指导,1
胰岛素冷链配送,1
居家腹透患者互联网诊疗,1
神经系统疾病,1
多学科联合诊疗,1
医疗数据分析,1
远程医疗指导,1
医院网络安全管理,1
课程建设,1
病人安全,1
压力性损伤,1
跌倒,1
综述,1
报警功能,1
优化,1
实名制就诊,1
智慧预约,1
软件框架,1
硬件框架,1
业务框架,1
运作流程,1
功能设计,1
服务设计,1
口腔医疗服务,1
口腔医院管理,1
口腔CSSD追溯系统,1
智慧门诊系统,1
口腔门诊信息化,1
互联网+医疗模式,1
智慧能源管理,1
绿色智慧医疗,1
智慧城市综合体,1
绿色智慧酒店,1
信息资源管理,1
银医通系统,1
患者实名预约预存服务,1
自助服务机,1
院外医疗,1
轻量级J2EE,1
财务报帐,1
智慧精益,1
医院学科发展,1
医用耗材集采,1
医学工程管理,1
医疗装备管理,1
医工融合,1
医疗设备高质量管理,1
科室效能,1
保障能力,1
多学科协作,1
医院转型,1
软件研发,1
IT基础架构,1
合作模式,1
风险防控,1
医用气体,1
集中监控,1
健康医疗数据,1
中医药信息获取,1
性别差异,1
教育程度影响,1
年龄段差异,1
中医药态度,1
胸痛中心,1
分组化OTN,1
IP业务,1
LTE网络,1
多业务承载,1
智能管道,1
运营商传送网,1
数据网融合,1
设备测试,1
商用阶段,1
大容量,1
多业务,1
高安全,1
业务承载,1
智慧病房建设,1
医疗供给,1
县级医院,1
中医特色,1
责任担当,1
评审方法,1
持续优化,1
以人为本设计理念,1
创造宜人医疗环境,1
适应医院发展需求,1
智慧支撑,1
微服务架构,1
积极影响,1
党媒数字化服务,1
浙江智慧网络医院,1
区域化妇幼护理,1
远程医疗协作,1
全病程智能化主动管理,1
信息人才,1
经济增长,1
货币政策,1
财政政策,1
县域医共体,1
整体性治理,1
物资配送,1
人工配送,1
防疫体系,1
在地性,1
5G智慧医疗指挥中心,1
医疗资源均衡,1
5G平台,1
肝病机器人,1
慢性肝病诊疗,1
突发公共卫生事件,1
领军临床专科,1
兴医工程,1
新建医院,1
后勤运维指挥中心,1
前期规划,1
集中带量,1
工程技术研究中心,1
浙江省,1
重点实验室,1
资金管理,1
医生工作效率,1
互联互通测评,1
指纹识别,1
患者识别,1
智慧医疗社区,1
医疗智能化,1
公共卫生信息化,1
4P医学模式,1
系统实现,1
会计创新,1
财务决策,1
会计信息披露,1
智慧财务制度体系,1
医疗机构合作,1
身份权限控制,1
移动端,1
健康管理服务,1
数字信息技术平台,1
卫生经济,1
路径依赖,1
移动护理,1
产业聚集,1
双千兆,1
智能系统集成,1
设备智能化控制,1
建筑设备系统,1
通道管理系统,1
数字监控系统,1
智能化对讲系统,1
数字化手术室系统,1
排队叫号系统,1
IoT,1
集成管理平台,1
数字运营,1
医保在线支付,1
公共卫生,1
健康养老,1
新医改政策,1
医疗服务价格调整,1
药耗加成取消,1
大型设备检查费用降低,1
DRGs支付方式改革,1
分级诊疗服务模式,1
医院资金来源和收入结构,1
物价管理,1
医院发展方式转型,1
运行模式转型,1
资源配置转型,1
提质增效,1
会计工作数字化转型,1
数据共享机制,1
电子凭证全流程数据化与无纸化,1
公立医院财务信息化建设,1
财务技术工具与模式革新,1
数字化与智能化转型,1
财务管理信息化创新,1
会计审核,1
核算工作,1
财务工作准确度与规范化,1
战略规划,1
医院管理要求,1
RPA技术,1
财务自动化,1
高效财务转型,1
财务机器人,1
工作流程自动化,1
财务工作特征,1
重复性,1
明确性,1
长效性,1
财务管理体系重构,1
业务财务,1
战略财务,1
财务管理平台,1
业务管理水平提升,1
智能化处理流程,1
财务发票智能化识别和处理,1
财务流程规则库,1
计算机视觉技术,1
工作流引擎,1
数据共享传递,1
业财一体化管理,1
财务管理体系与系统框架,1
财务管理系统框架,1
业务层,1
数据层,1
应用层,1
财务战略实现,1
数据支持服务,1
财务管理现状,1
RPA特点,1
财务管理创新路径,1
财务管理创新建设,1
智能化财务管理平台,1
管理功能转变,1
决策分析型转变,1
业财深度一体化,1
高效业财机器人,1
医院财务流程规则库,1
账务自动化处理规则引擎,1
财务数据收集和处理能力,1
关键技术和内容,1
数据互通,1
业务系统与财务系统数据传递,1
接口通信方式,1
财务发票图像智能识别,1
自动化处理系统,1
财务智能化处理流程,1
工作流引擎模块化设计,1
自动化流程,1
指令和决策逻辑,1
编程,1
系统API调用,1
HRP软件API调用,1
编程语言描述的程序,1
结构化数据核对,1
业务流程引擎,1
执行业务主体,1
插件封装的函数,1
第三方功能调用,1
数据获取与上传操作,1
工作流设计生成,1
执行调度,1
权限发放,1
数据积累,1
敏捷开发模型,1
工作流配置与编码,1
PKI/CA技术,1
数字签名技术,1
合法合规认证,1
财务单据数据处理,1
财务流程管理模型,1
政府会计制度和账务自动处理流程,1
自动化签名,1
信息安全性,1
数据完整性,1
签名不可抵赖性,1
财务机器人业务应用场景,1
财务一体化管理体系,1
经济管理水平提升,1
商旅平台,1
税务系统,1
财务综合服务平台,1
供应商平台,1
财务机器人技术特点,1
医院财务管理特色,1
基础核算工作,1
运营分析工作,1
会计凭证档案盒封面打印机器人,1
年度账簿打印机器人,1
日常报销审核机器人,1
会计凭证处理机器人,1
预算执行预警机器人,1
药品财务入库机器人,1
科研经费上账机器人,1
财务BI移动驾驶舱,1
运营分析报告,1
业务提质增效,1
决策管理数据支撑,1
公立医院发展模式与管理制度转变,1
存量资源配置与利用,1
询证方式数据挖掘与分析,1
管理赋能,1
财务管理边界拓展,1
财务管理效能提升,1
财务管控风险,1
内部管控系统重新设计,1
运营过程风险管控能力,1
RPA财务机器人运行成效,1
经济效益增值,1
内控管理增效,1
工作提质增效,1
财务组织架构转型,1
财务转型落地实施,1
财务人员工作模式转变,1
财务人员核心价值转变,1
财务人员能力转变,1
智能财务背景下构建公立医院RPA建议,1
财务管理思维转变,1
财务战略眼光提升,1
RPA标准实施框架完善,1
数据治理完善,1
转型基础夯实,1
流程标准化建设加强,1
财务智能应用场景创建,1
数字转型文化塑造,1
人才保障加强,1
肿瘤医疗服务,1
五年生存率,1
AI医学影像,1
AI辅助诊断,1
AI健康管理,1
疾病预测,1
一体化智慧医院,1
精准医疗服务,1
辅助诊断场景,1
医院门诊楼运营管理,1
肿瘤专科大数据,1
人工智能新技术孵化器,1
肿瘤早筛,1
早诊,1
早治,1
长期随访,1
医院管理平台,1
存储集群调度算法,1
VR隔离探视,1
绿色能源,1
生态平衡,1
建筑智能化系统,1
弱电系统,1
IP化视频监控,1
车牌识别,1
车位管理,1
可视对讲,1
报警集成,1
指令互通,1
管理效率,1
管理成本,1
医院建筑智能化,1
医疗辅助智能化系统,1
可视智慧物联,1
信息热力图,1
3D可视化,1
智能图像分析,1
自定义智能流程,1
号贩子识别,1
实时预警,1
制度框架,1
品管圈,1
整合平衡计分卡,1
互联网诊疗系统,1
线上线下一体化,1
口腔专业,1
单病种收费,1
医保统筹支付,1
医疗服务价格管理,1
医院后勤保障,1
智慧后勤数字化,1
一站式后勤服务,1
一体化管理体系,1
后勤服务社会化,1
病历,1
公立中医医院,1
读者需求,1
调查问卷,1
发展沿革,1
评价体系,1
档案馆,1
消防部件,1
深圳市第三人民医院,1
智慧设施管理,1
医院设施管理,1
新兴技术,1
AR技术,1
中国卫生人才,1
三高,1
三强,1
三化,1
医疗效果,1
政策建议,1
人才培养机制,1
智慧医院评价体系,1
数据要素,1
技术融合,1
区域协同,1
智慧医院建设效果,1
卫生信息化发展指数,1
数据安全防护体系,1
网络安全风险评估,1
居民隐私信息安全,1
网络可信体系,1
感知,1
眼底图像,1
一致性分析,1
医师,1
摄片,1
眼底,1
输血医学科,1
血库前置,1
电子纸技术,1
低碳,1
智慧化后勤,1
能源监管平台,1
节能潜力,1
医疗投资,1
应对策略,1
建设应用,1
家庭医学,1
癌痛规范化治疗,1
无痛病房,1
人工智能医学联合创新中心,1
智能诊疗,1
检查预约,1
分时段预约,1
多源感知融合定位,1
公安大数据,1
医疗机构内智能化疫情防控流调系统,1
体温检测,1
电子流调问卷,1
数据追溯,1
网格化管理,1
流行病学调查,1
DRG付费,1
医院业财融合,1
智慧成本管理,1
自动化运转,1
健康管理中心,1
护理专科门诊,1
肾友俱乐部,1
设计与应用,1
智能识别分析,1
统一集成管理,1
视频融合应用,1
构建探索,1
探讨,1
军改,1
以病患为中心,1
医院智能化管理系统,1
医院信息化管理系统,1
ERP,1
预算制度,1
信息管理平台,1
中心监护系统,1
糖尿病视网膜病变,1
筛查,1
阅片,1
智慧卫生,1
智慧沈阳,1
区域人口健康信息平台,1
蓝卡模式,1
劳务管理系统,1
智慧安全帽,1
智慧工地建设,1
物联网+,1
应用研究,1
共享,1
跨界,1
学术交流,1
医疗机构管理,1
火神山项目,1
施工难题,1
人员调集,1
物资需求,1
安全防疫,1
感染防控,1
组织协调,1
污染治理,1
模块化设计,1
复杂机电系统,1
5G及云计算技术,1
环保标准,1
饮用水,1
直饮水系统,1
集中式,1
病房采光,1
参数化设计,1
采光评价指标,1
PBL教学模式,1
抗血小板药物,1
经皮冠脉介入术,1
公共医疗,1
数据查询,1
文档资料利用率,1
档案信息化管理,1
医疗服务水平,1
医院决策水平,1
档案管理人员素质,1
轨道小车物流系统,1
医院感染控制,1
建设目标,1
医疗行业网络安全,1
医院等级保护2.0,1
医保局安全解决方案,1
全民健康平台安全,1
智慧医院安全运营,1
县域医共体安全建设,1
网络安全宣传教育与培训,1
网络安全意识培训,1
网络安全演练服务,1
网络安全应急响应服务,1
互联网+医疗健康安全解决方案,1
智慧医院物联网安全,1
医院网络安全等级保护,1
医院勒索病毒防护,1
医院数据安全,1
医院关键信息系统安全保障,1
医院信息化五防安全,1
医疗行业用户支撑,1
无线物联网,1
场景生态,1
科技能力,1
职工满意度,1
考评体系,1
智慧后勤服务体系,1
后勤一体化管理平台,1
后勤评价体系,1
运营监督,1
技术赋能,1
库管系统,1
管控平台,1
多元化自助就医,1
智能就医,1
审批流程,1
钉钉,1
智慧办公,1
智慧居家养老,1
信息平台建设,1
服务需求,1
主动健康,1
云看病,1
慢病防控,1
医院规划,1
医院物联网,1
变革管理,1
行业信息化,1
安全与容灾,1
人工神经网络,1
智能预约,1
预约规则,1
动态规划,1
医务管理,1
构建模式,1
管理水平,1
能耗预测,1
服务效率,1
设备运行质量,1
云认证签名技术,1
设备资产管理,1
多院区医院,1
医疗保险,1
发展研究,1
医院物业,1
学校物业,1
住宅物业,1
政府物业,1
公共物业,1
物业服务品牌供应商,1
ISO9001质量管理体系,1
ISO14001环境管理体系,1
OHSAS18001职业健康安全管理体系,1
ISO50001能源管理体系,1
医疗资源利用效率,1
信息技术支持,1
标准化与规范化,1
信息共享与互通,1
医患互动和沟通,1
档案管理价值,1
档案管理体系优化,1
档案与临床业务融合,1
先进技术和管理体系,1
健康档案云平台,1
智能决策支持系统,1
医疗水平,1
Python,1
OpenCV,1
医学图像配准,1
CNN-SIFT特征融合,1
多模态配准策略,1
MRI-PET图像配准,1
一体化体系构建,1
网络大数据,1
智能语音技术,1
智能医疗系统,1
移动医院,1
应急医疗,1
灾害响应,1
功能配置,1
华中科技大学同济医学院附属协和医院,1
综合住院楼,1
床位,1
地下停车场,1
生态绿化,1
方面级观点挖掘,1
智慧机器人,1
医疗物资配送,1
智能物联网平台,1
同济医院,1
试点医院,1
临床重点专科集群,1
系统功能,1
儿童医院,1
卫生政策,1
区域卫生信息化,1
儿童保健,1
医联工程,1
医院信息化管理,1
早产儿生长发育,1
儿童多动症,1
医疗科技创新,1
儿科医学,1
儿科专业,1
智能床旁互动,1
掌上儿童医院,1
智能搬运机器人,1
仓储物流管理,1
CiteSpace软件,1
杭州市公立医院,1
5G通信,1
后勤数字化管理,1
智慧财经,1
梯队,1
自助设备系统,1
智能识别技术,1
信息集成技术,1
统一通信技术,1
大数据分析技术,1
排队挂号系统,1
缴费预约系统,1
医护呼叫对讲系统,1
移动医疗管理系统,1
ICU急救系统,1
小型治疗设备检查系统,1
老干部,1
框架设计,1
应用成效,1
远程结算,1
先诊疗后付费,1
病案质量,1
中医药信息化,1
中医药高质量发展,1
智慧中医诊疗平台,1
中医药传承创新,1
元宇宙医学,1
中医药信息标准,1
中医药数据资源,1
人工智能（AI）,1
人机料法环,1
自动化控制技术,1
智慧油田,1
智能信息处理技术,1
LoRa技术,1
组网,1
无线传输,1
高可用性,1
故障定位,1
IT系统集中监控,1
业务管理,1
等保自查,1
敏捷专线,1
医疗设施,1
建设方式,1
同质化管理,1
一体化信息平台,1
物流设计,1
智慧化物流,1
医院建筑运行维护技术标准,1
智慧后勤一体化解决方案,1
智慧园区能源管理解决方案,1
多功能电力分析仪表,1
智慧医院PPP模式,1
医院后勤管理平台,1
数字一体化手术室,1
建设途径,1
单页面应用技术,1
网站设计,1
AI+医疗健康,1
疾病预防,1
药物研发,1
运送服务管理,1
运送安全管理,1
智能感知设备,1
架构设计,1
可扩展,1
门诊叫号系统,1
医院弱电工程,1
质控四段模型,1
弱电工程质量,1
数字化交通,1
车路协同,1
智能化弱电系统,1
建筑,1
被动扫码支付,1
Nginx反向代理服务,1
就医支付体验,1
天花粉多糖,1
MCF-7细胞,1
Caspase-3,1
Caspase-8,1
凋亡,1
线粒体途径,1
患者关系管理,1
智能防盗系统,1
门禁控制,1
行为路径,1
智慧标识系统,1
模型架构,1
成本分摊,1
智慧的地球,1
智慧时代,1
数据信息挑战,1
物联化,1
互联化,1
业务决策分析,1
全球新兴市场,1
创新工具,1
医院资源管理,1
智慧医院运营管理,1
IT优化管理,1
智能存储系统,1
整合方案,1
数据中心解决方案,1
医管家5.0云蝶智勤,1
数据联通,1
后勤管理智能化,1
慢性阻塞性肺急性加重期,1
呼吸衰竭,1
呼吸道真菌感染,1
健康管理团队,1
网络诊疗,1
动态健康档案,1
健康干预,1
老年综合评估（CGA）,1
智慧云医院,1
医学教育培训,1
5G远程超声,1
医院智慧信息管理系统,1
SOA架构,1
Web服务,1
网格化,1
安全防控,1
综合档案,1
MI Pay,1
刷手机支付,1
刷公交,1
支付宝新技能扫码点菜,1
生物识别技术,1
农业农村信息化,1
涉案财物保管,1
路径研究,1
综合医院设计,1
管理精细化,1
供应商管理平台,1
云技术,1
数字化协同,1
资质监管,1
供采协同,1
条码应用,1
医疗数字化转型,1
云交付,1
云运维,1
医疗信息平台,1
数字民生保障体系,1
医疗服务新场景,1
医疗体系高质量发展,1
数据规范标准化,1
IT架构弹性,1
数据交付体系,1
知识交付体系,1
模板交付体系,1
服务器运维,1
数据库运维,1
全景日志,1
补丁升级工具,1
性能分析,1
模板中心,1
知识平台,1
医院数字化转型,1
医疗行业知识升级,1
运营数据中心,1
三级甲等综合性医院,1
博士后科研工作站,1
临床重点专科,1
高级卒中中心,1
住院医师规范化培训基地,1
国家药物临床试验机构,1
文化建设示范点,1
无线,1
数智化,1
医疗嬗变,1
一体化平台,1
数字时代的医院管理,1
医院质量管理,1
科研采购管理,1
智能化现代医院管理,1
医疗卫生机构,1
智慧消防系统,1
门诊大厅,1
人性化,1
应急协同,1
医用高值耗材,1
科学管理,1
医院总体规划,1
建筑环境,1
医疗流程,1
节能改造,1
节能诊断,1
示范创建,1
5G室分智慧化融合技术,1
智慧化融合,1
物联,1
智慧天线,1
建设建议,1
云平台架构,1
BIM运维应用模式,1
医院医保管控平台,1
德特威勒,1
电梯展览会,1
电梯电缆系统,1
智能建筑产品,1
智慧后勤神经中枢,1
应急医院,1
快速部署,1
装备创新,1
医疗信息技术,1
掌上医院,1
智慧就医,1
移动智能医院,1
医保实时结算,1
门诊诊疗智能化,1
专科联盟,1
药学部职能,1
保健工作,1
智慧型学术型人文型医院,1
保健医师家庭签约制,1
分期建设,1
医院建筑改造,1
处方,1
经营决策,1
管理现代化,1
节能环保,1
易于维护,1
标准建设,1
智慧医疗数字化系统,1
智慧病区物联网应用,1
智慧后勤数字化系统,1
智慧科研数字化平台,1
智慧处方,1
复诊免挂号费,1
医共体改革,1
全生命周期视角,1
安全管理模式,1
医疗信息,1
信息互联网,1
管理服务,1
管理体系,1
智能化管理系统,1
智能化基础设施,1
实时通信,1
信息查询,1
业务中心,1
技术中心,1
设备管理系统,1
运维工单管理系统,1
室内导航,1
增强现实,1
实景导航,1
